"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","rETRmax_min","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax_min","day5_ek","day5_rETRmax_min","supersat_p1","supersat_p2","supersat_p3","supersat_avg","day_length_avg","carbon1","carbon5","carbon9","carbon_total","supersat_rel"
"1493","hm2-4","8","diamond","0",20,"2","108","hm",56.58,3394.8,67.5,2022-10-04,"8:39:58","9:59:49",97.4,4920,NA,4157.4,456.333333333333,461.5,327.25,400.111111111111,638.666666666667,1549160.4,1918640.1,1610070,5077870.5,66.4
"1494","hm3-1","8","diamond","0",27,"3","113","hm",44.1,2646,68.9,2022-10-04,"8:44:46","10:05:55",85.7,3198,NA,2922,453.666666666667,457.5,358.75,412.333333333333,639.333333333333,1200402,1336815,1147282.5,3684499.5,68.1
"1495","hm3-2","8","diamond","0",27,"3","114","hm",60.68,3640.8,69.4,2022-10-04,"8:49:15","10:10:45",80.8,2952.6,NA,3296.7,452.666666666667,455.5,374.25,418.444444444444,639.888888888889,1648068.8,1501646.85,1105010.55,4254726.2,69.1
"1496","hm3-3","8","diamond","0",27,"3","115","hm",63.96,3837.6,72.8,2022-10-04,"8:54:05","10:15:59",69.1,2752.8,NA,3295.2,444.666666666667,444,394,422,640.444444444444,1706452.8,1463068.8,1084603.2,4254124.8,69.8
"1497","hm3-4","8","diamond","0",27,"3","116","hm",47.56,2853.6,64.2,2022-10-04,"8:58:47","10:20:26",82.8,3444,NA,3148.8,461,474.5,371.5,424.222222222222,640.888888888889,1315509.6,1494105.6,1279446,4089061.2,69.8
"1498","hm4-1","8","diamond","0",27,"4","121","hm",50.84,3050.4,77.9,2022-10-04,"9:03:23","8:33:04",93.5,3640.8,NA,3345.6,434.333333333333,428.5,312,378.666666666667,629,1324890.4,1433589.6,1135929.6,3894409.6,61.8
"1499","hm4-2","8","diamond","0",27,"4","122","hm",58.22,3493.2,77.4,2022-10-04,"9:08:23","8:37:43",62.4,2706,NA,3099.6,435.333333333333,429.5,385.75,412,629.555555555556,1520706.4,1331278.2,1043839.5,3895824.1,67.6
"1500","hm4-3","8","diamond","0",27,"4","123","hm",78.72,4723.2,103.7,2022-10-04,"9:12:45","8:42:55",76.1,2804.4,NA,3763.8,358.333333333333,381.5,361.25,364.777777777778,630.111111111111,1692480,1435889.7,1013089.5,4141459.2,61.3
"1501","hm4-4","8","diamond","0",27,"4","124","hm",78.72,4723.2,102.3,2022-10-04,"9:17:06","8:47:49",47.6,2142,NA,3432.6,360.333333333333,385,435.75,399.333333333333,630.666666666667,1701926.4,1321551,933376.5,3956853.9,66.9
"1502","hm5-1","8","diamond","0",30,"5","129","hm",59.86,3591.6,92.5,2022-10-04,"9:21:33","8:52:17",59.2,2291.4,NA,2941.5,379.666666666667,404,400.75,394.444444444444,631.111111111111,1363610.8,1188366,918278.55,3470255.35,65.8
"1503","hm5-2","8","diamond","0",30,"5","130","hm",54.12,3247.2,84.3,2022-10-04,"9:25:56","8:57:08",52.4,2016,NA,2631.6,407.666666666667,416.5,424.25,417,631.666666666667,1323775.2,1096061.4,855288,3275124.6,69.2
"1504","hm5-3","8","diamond","0",30,"5","131","hm",32.8,1968,61.7,2022-10-04,"9:31:10","9:01:28",69.7,3198,NA,2583,465,488,373.75,429.555555555556,632.111111111111,915120,1260504,1195252.5,3370876.5,70.2
"1505","hm5-4","8","diamond","0",30,"5","132","hm",67.24,4034.4,95.8,2022-10-04,"9:36:00","9:05:48",65.4,2428.2,NA,3231.3,373.666666666667,397.5,384,383.555555555556,632.666666666667,1507520.8,1284441.75,932428.8,3724391.35,64.4
"1506","hm6-1","8","diamond","0",30,"6","137","hm",55.76,3345.6,49.4,2022-10-04,"9:40:36","9:10:15",64.5,3444,NA,3394.8,487.666666666667,545.5,388.75,456.555555555556,633.111111111111,1631537.6,1851863.4,1338855,4822256,73.8
"1507","hm6-2","8","diamond","0",30,"6","138","hm",45.92,2755.2,68.9,2022-10-04,"9:45:23","9:14:56",65.7,2242.8,NA,2499,453.666666666667,457.5,385.25,424.111111111111,633.666666666667,1249942.4,1143292.5,864038.7,3257273.6,69.8
"1508","hm6-3","8","diamond","0",30,"6","139","hm",46.74,2804.4,60.1,2022-10-04,"9:50:46","9:19:14",62.1,2558.4,NA,2681.4,467.666666666667,493,396.25,441.555555555556,634.111111111111,1311524.4,1321930.2,1013766,3647220.6,72.1
"1509","hm6-4","8","diamond","0",30,"6","140","hm",49.02,2941.2,74.2,2022-10-04,"9:55:18","9:23:50",72.1,2853.6,NA,2897.4,442.333333333333,439,377,412.555555555556,634.666666666667,1300990.8,1271958.6,1075807.2,3648756.6,68.3
"1582","ul1-1","9","ewa","2.5",20,"1","97","ul",76.02,4561.2,89.6,2022-10-13,"8:24:00","10:11:44",109.3,4888.8,NA,4725,375,346,230,304.111111111111,653.888888888889,1710450,1634850,1124424,4469724,50.9
"1583","ul1-2","9","ewa","2.5",20,"1","98","ul",57.86,3471.6,70.3,2022-10-13,"8:30:02","10:17:19",91.6,4772.4,NA,4122,462.666666666667,426,291.75,378.555555555556,653.888888888889,1606193.6,1755972,1392347.7,4754513.3,61.4
"1584","ul1-3","9","ewa","2.5",20,"1","99","ul",100.38,6022.8,120.8,2022-10-13,"8:35:40","10:21:50",111.7,5756.4,NA,5889.6,285.333333333333,247.5,223.75,249.555555555556,653.777777777778,1718505.6,1457676,1287994.5,4464176.1,44.1
"1585","ul1-4","9","ewa","2.5",20,"1","100","ul",47.12,2827.2,61.9,2022-10-13,"8:40:14","10:26:28",72.3,3981.6,NA,3404.4,480.666666666667,460,361.25,423,653.777777777778,1358940.8,1566024,1438353,4363317.8,68.3
"1586","hul1-1","9","ewa","2.5",20,"1","101","ul",66.78,4006.8,81.2,2022-10-13,"8:44:35","10:30:57",97.1,4964.4,NA,4485.6,412,380.5,277.5,345.222222222222,653.777777777778,1650801.6,1706770.8,1377621,4735193.4,57.1
"1587","hul1-2","9","ewa","2.5",20,"1","102","ul",65.55,3933,78.2,2022-10-13,"8:49:09","10:35:41",81,4410,NA,4171.5,422.333333333333,392.5,325,372.444444444444,653.777777777778,1661037,1637313.75,1433250,4731600.75,61.4
"1588","hul1-3","9","ewa","2.5",20,"1","103","ul",92.4,5544,115.6,2022-10-13,"8:53:38","10:40:12",91.7,4712.4,NA,5128.2,293.666666666667,266.5,297,289.111111111111,653.777777777778,1628088,1366665.3,1399582.8,4394336.1,50.6
"1589","hul1-4","9","ewa","2.5",20,"1","104","ul",79.38,4762.8,91.8,2022-10-13,"8:58:03","10:44:49",93.7,5166,NA,4964.4,364.333333333333,339,290.75,326,653.777777777778,1735246.8,1682931.6,1502014.5,4920192.9,55
"1590","ul2-1","9","ewa","2.5",20,"2","105","ul",64.7,3882,76.5,2022-10-13,"9:02:33","10:49:07",95.4,4737.6,NA,4309.8,424.666666666667,401.5,285,357.444444444444,653.777777777778,1648556,1730384.7,1350216,4729156.7,58.8
"1591","ul2-2","9","ewa","2.5",20,"2","106","ul",72.11,4326.6,89.4,2022-10-13,"9:07:26","10:53:37",101.9,5241.6,NA,4784.1,369,346,261.75,316.222222222222,653.777777777778,1596515.4,1655298.6,1371988.8,4623802.8,53.2
"1592","ul2-3","9","ewa","2.5",20,"2","107","ul",96.76,5805.6,102.7,2022-10-13,"9:12:06","10:58:09",92.1,4611.6,NA,5208.6,323.666666666667,312,300.25,310.666666666667,653.666666666667,1879079.2,1625083.2,1384632.9,4888795.3,53.5
"1593","ul2-4","9","ewa","2.5",20,"2","108","ul",95.34,5720.4,114.8,2022-10-13,"9:17:11","11:02:50",97.9,4636.8,NA,5178.6,292.666666666667,269.5,278.75,281.333333333333,653.666666666667,1674170.4,1395632.7,1292508,4362311.1,49.2
"1594","hul2-1","9","ewa","2.5",20,"2","109","ul",73.81,4428.6,90.5,2022-10-13,"9:21:50","11:07:18",71.6,4057.2,NA,4242.9,361.333333333333,343.5,374.25,363.111111111111,653.666666666667,1600200.8,1457436.15,1518407.1,4576044.05,61.2
"1595","hul2-2","9","ewa","2.5",20,"2","110","ul",55.86,3351.6,68,2022-10-13,"9:26:19","11:12:18",90.2,4964.4,NA,4158,451.666666666667,435,307.75,384,653.777777777778,1513806,1808730,1527794.1,4850330.1,62.9
"1596","hul2-3","9","ewa","2.5",20,"2","111","ul",86.52,5191.2,106.6,2022-10-13,"9:30:43","11:16:51",97.3,4863.6,NA,5027.4,305.333333333333,297,284,294,653.777777777778,1585046.4,1493137.8,1381262.4,4459446.6,51
"1597","hul2-4","9","ewa","2.5",20,"2","112","ul",89.88,5392.8,107.8,2022-10-13,"9:35:29","11:22:14",79.4,3956.4,NA,4674.6,300,293,343.75,317.888888888889,653.888888888889,1617840,1369657.8,1360012.5,4347510.3,55.2
"1598","ul3-1","9","ewa","2.5",27,"3","113","ul",84.84,5090.4,102.4,2022-10-13,"9:39:53","11:27:04",110.8,5658,NA,5374.2,315.333333333333,313.5,234.5,279,653.777777777778,1605172.8,1684811.7,1326801,4616785.5,48.5
"1599","ul3-2","9","ewa","2.5",27,"3","114","ul",95.76,5745.6,116.2,2022-10-13,"9:44:13","11:32:05",90,4687.2,NA,5216.4,280,264,312.5,290.888888888889,653.888888888889,1608768,1377129.6,1464750,4450647.6,51.4
"1600","ul3-3","9","ewa","2.5",27,"3","115","ul",82.32,4939.2,98.7,2022-10-13,"9:48:49","11:36:44",112.4,6002.4,NA,5470.8,322.666666666667,323,230.5,281.777777777778,653.888888888889,1593715.2,1767068.4,1383553.2,4744336.8,48.9
"1601","ul3-4","9","ewa","2.5",27,"3","116","ul",79.23,4753.8,99.3,2022-10-13,"9:53:35","11:41:25",69.9,3754.8,NA,4254.3,320.333333333333,321,391.25,352,654,1522800.6,1365630.3,1469065.5,4357496.4,60
"1602","hul3-1","9","ewa","2.5",27,"3","117","ul",99.12,5947.2,118.1,2022-10-13,"9:59:22","11:45:57",85.8,4674,NA,5310.6,273,257.5,327,293.555555555556,653.777777777778,1623585.6,1367479.5,1528398,4519463.1,52
"1603","hul3-2","9","ewa","2.5",27,"3","118","ul",73.81,4428.6,87.3,2022-10-13,"9:59:59","11:50:44",82.3,4132.8,NA,4280.7,360.333333333333,354,336.75,348.444444444444,654.222222222222,1595772.2,1515367.8,1391720.4,4502860.4,58.9
"1604","hul3-3","9","ewa","2.5",27,"3","119","ul",76.44,4586.4,90.8,2022-10-13,"10:08:40","11:55:15",97.6,5215.2,NA,4900.8,345,343.5,291.25,320.777777777778,653.888888888889,1582308,1683424.8,1518927,4784659.8,54.7
"1605","hul3-4","9","ewa","2.5",27,"3","120","ul",98.7,5922,116.5,2022-10-13,"10:13:41","11:59:41",90.1,4053,NA,4987.5,270,263,318.5,290,653.777777777778,1598940,1311712.5,1290880.5,4201533,51.5
"1606","ul4-1","9","ewa","2.5",27,"4","121","ul",86.1,5166,104.1,2022-10-13,"10:18:23","8:12:35",93.8,4788,NA,4977,296.666666666667,307.5,260.75,283.111111111111,628,1532580,1530427.5,1248471,4311478.5,47.8
"1607","ul4-2","9","ewa","2.5",27,"4","122","ul",91.14,5468.4,112.1,2022-10-13,"10:22:45","8:17:27",71,4132.8,NA,4800.6,274.666666666667,277.5,335.5,302.333333333333,628,1501987.2,1332166.5,1386554.4,4220708.1,52.5
"1608","ul4-3","9","ewa","2.5",27,"4","123","ul",76.44,4586.4,88.6,2022-10-13,"10:27:37","8:23:08",85.7,4723.2,NA,4654.8,345.666666666667,348.5,278.75,316.555555555556,628.111111111111,1585365.6,1622197.8,1316592,4524155.4,52.5
"1609","ul4-4","9","ewa","2.5",27,"4","124","ul",66.69,4001.4,80.1,2022-10-13,"10:32:00","8:27:40",98.2,5266.8,NA,4634.1,380.333333333333,383.5,249.75,323,628.111111111111,1521865.8,1777177.35,1315383.3,4614426.45,52.9
"1610","hul4-1","9","ewa","2.5",27,"4","125","ul",56.43,3385.8,77,2022-10-13,"10:36:53","8:32:59",52.4,2898,NA,3141.9,391.666666666667,397.5,403,398,628.111111111111,1326105,1248905.25,1167894,3742904.25,66.7
"1611","hul4-2","9","ewa","2.5",27,"4","126","ul",73.25,4395,86.8,2022-10-13,"10:41:30","8:38:04",70.2,3693.6,NA,4044.3,348,355.5,344.25,348,628.222222222222,1529460,1437748.65,1271521.8,4238730.45,59
"1612","hul4-3","9","ewa","2.5",27,"4","127","ul",97.86,5871.6,118.6,2022-10-13,"10:46:00","8:43:29",84.9,4485.6,NA,5178.6,256.333333333333,256.5,286,269.555555555556,628.333333333333,1505086.8,1328310.9,1282881.6,4116279.3,47.7
"1613","hul4-4","9","ewa","2.5",27,"4","128","ul",85.26,5115.6,102.2,2022-10-13,"10:50:34","8:49:11",70.1,3539.4,NA,4327.5,293,314,347.5,321.888888888889,628.444444444444,1498870.8,1358835,1229941.5,4087647.3,56
"1614","ul5-1","9","ewa","2.5",30,"5","129","ul",74.76,4485.6,92.7,2022-10-13,"10:55:13","8:54:39",108.8,5544,NA,5014.8,323.333333333333,337.5,218,279.666666666667,628.555555555556,1450344,1692495,1208592,4351431,48
"1615","ul5-2","9","ewa","2.5",30,"5","130","ul",74.1,4446,92.2,2022-10-13,"10:59:44","8:59:02",77.5,3898.8,NA,4172.4,323.666666666667,338,315.5,323.222222222222,628.444444444444,1439022,1410271.2,1230071.4,4079364.6,55.7
"1616","ul5-3","9","ewa","2.5",30,"5","131","ul",89.88,5392.8,106.5,2022-10-13,"11:06:32","9:04:21",89.9,4737.6,NA,5065.2,274,298,277.75,281,628.444444444444,1477627.2,1509429.6,1315868.4,4302925.2,49.4
"1617","ul5-4","9","ewa","2.5",30,"5","132","ul",87.78,5266.8,106.5,2022-10-13,"11:11:42","9:08:43",95.8,5014.8,NA,5140.8,272.333333333333,298,262.75,273.777777777778,628.333333333333,1434325.2,1531958.4,1317638.7,4283922.3,48.2
"1618","hul5-1","9","ewa","2.5",30,"5","133","ul",89.88,5392.8,109.9,2022-10-13,"11:16:12","9:13:19",92.4,4813.2,NA,5103,262,286,274.5,272.888888888889,628.333333333333,1412913.6,1459458,1321223.4,4193595,48.5
"1619","hul5-2","9","ewa","2.5",30,"5","134","ul",91.14,5468.4,110.8,2022-10-13,"11:21:00","9:18:23",87.6,4611.6,NA,5040,258.333333333333,281.5,287,276.222222222222,628.333333333333,1412670,1418760,1323529.2,4154959.2,49.5
"1620","hul5-3","9","ewa","2.5",30,"5","135","ul",91.14,5468.4,109.3,2022-10-13,"11:25:23","9:23:08",85.4,4762.8,NA,5115.6,260.666666666667,288.5,293.5,281.444444444444,628.333333333333,1425429.6,1475850.6,1397881.8,4299162,50.4
"1621","hul5-4","9","ewa","2.5",30,"5","136","ul",63.27,3796.2,77.5,2022-10-13,"11:29:44","9:27:40",76.2,4107.6,NA,3951.9,372.333333333333,394,330,358.333333333333,628.333333333333,1413451.8,1557048.6,1355508,4326008.4,61.1
"1622","ul6-1","9","ewa","2.5",30,"6","137","ul",66.41,3984.6,86.9,2022-10-13,"11:34:42","9:32:18",61.5,3249,NA,3616.8,330.333333333333,355,387.75,361.333333333333,628.444444444444,1316246.2,1283964,1259799.75,3860009.95,62.6
"1623","ul6-2","9","ewa","2.5",30,"6","138","ul",64.41,3864.6,80.3,2022-10-13,"11:39:26","9:38:31",79.5,4107.6,NA,3986.1,358,382.5,318,345.666666666667,628.555555555556,1383526.8,1524683.25,1306216.8,4214426.85,59.3
"1624","ul6-3","9","ewa","2.5",30,"6","139","ul",86.1,5166,104.1,2022-10-13,"11:43:54","9:42:51",56.1,2973.6,NA,4069.8,268,307.5,410.25,340,628.444444444444,1384488,1251463.5,1219919.4,3855870.9,60.2
"1625","ul6-4","9","ewa","2.5",30,"6","140","ul",84.42,5065.2,98,2022-10-13,"11:48:25","9:47:14",85.7,4636.8,NA,4851,285.666666666667,324.5,298.75,300.111111111111,628.555555555556,1446958.8,1574149.5,1385244,4406352.3,53.2
"1626","hul6-1","9","ewa","2.5",30,"6","141","ul",72.96,4377.6,89.2,2022-10-13,"11:53:14","9:52:13",72,4006.8,NA,4192.2,315,347,354,339.444444444444,628.555555555556,1378944,1454693.4,1418407.2,4252044.6,59.3
"1627","hul6-2","9","ewa","2.5",30,"6","142","ul",87.78,5266.8,105.8,2022-10-13,"11:57:56","9:56:54",84.2,4082.4,NA,4674.6,259,300.5,304.75,288.555555555556,628.444444444444,1364101.2,1404717.3,1244111.4,4012929.9,52
"1628","hul6-3","9","ewa","2.5",30,"6","143","ul",78.12,4687.2,96.6,2022-10-13,"12:03:16","9:59:43",59.5,3276,NA,3981.6,284.666666666667,328,401.25,346.111111111111,628.222222222222,1334289.6,1305964.8,1314495,3954749.4,60.9
"1629","hul6-4","9","ewa","2.5",30,"6","144","ul",77.28,4636.8,95,2022-10-13,"12:08:31","10:06:50",86.4,4510.8,NA,4573.8,287.333333333333,331.5,301.5,303.444444444444,628.444444444444,1332307.2,1516214.7,1360006.2,4208528.1,53.9
